manufacturer,model,engine,transmission,drivetrain,fuel_type
Acura,RLX Navigation,3.5L,6 speed automatic,Front-wheel Drive,Gasoline
Acura,RLX Base,3.5L V6 24V GDI SOHC,Automatic,Front-wheel Drive,Gasoline
Acura,RLX Technology Package,3.5L,6-SPEED A/T,Front-wheel Drive,Gasoline
Acura,TL Technology,3.7L V6 24V MPFI SOHC,5-Speed Automatic,All-wheel Drive,Gasoline
Acura,TL 3.5,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.5 Advance,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.2 (A5),3.2L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL Technology,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL Technology,3.7L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,TL Advance,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL Technology,"3.7L V-6 VTEC variable valve control, engine with 305HP",Automatic,All-wheel Drive,Gasoline
Acura,TL 3.2 w/Navigation,3.2L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.5,"3.5L V-6 variable valve control, engine with 280HP",Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.2,3.2L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.5 Special Edition,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL Technology,3.5L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.7,3.7L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,TL Type S w/Navigation,3.5L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL Base,3.2L,Automatic 5-Speed,Front-wheel Drive,Gasoline
Acura,TL Technology,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Acura,TL 3.5,3.5L,6-SPEED A/T,Front-wheel Drive,Gasoline
Acura,TL Base,3.2L,Automatic,Front-wheel Drive,Gasoline
Acura,TL Type S,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Acura,TL 3.5,3.5L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL Base (A5),3.2L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL MT,3.2L V6 24V MPFI SOHC,6-Speed Manual,Front-wheel Drive,Gasoline
Acura,TL Navigation System,3.2L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL Type-S,3.5L SOHC PGM-FI 24-valve VTEC V6 engine,Automatic,Front-wheel Drive,Gasoline
Acura,TL Technology,3.5L V6 24V MPFI SOHC,6-Speed Automatic,FWD,Gasoline
Acura,TL 3.2,6 Cylinder,Not Specified,Front-wheel Drive,Gasoline
Acura,TL 3.7 Advance,3.7L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,TL,3.2L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.5 Special Edition,3.5L V6 24V MPFI SOHC,6-Speed Automatic,FWD,Gasoline
Acura,TL Technology,3.7L V6 24V MPFI SOHC,6-Speed Manual,All-wheel Drive,Gasoline
Acura,TL Technology,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,All-wheel Drive,Gasoline
Acura,TL 3.5,"3.5L V-6 VTEC variable valve control, engine with 280HP",Automatic,Front-wheel Drive,Gasoline
Acura,TL Advance,3.7L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,TL 3.5,"3.5L V-6 VTEC variable valve control, engine with 280HP",Automatic 5-Speed,Front-wheel Drive,Gasoline
Acura,TL Base,258.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Front-wheel Drive,Gasoline
Acura,TL Base,"3.2L V-6 variable valve control, engine with 258HP",Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.5,Gas V6 3.5L/212,Automatic,Front-wheel Drive,Gasoline
Acura,TL Technology,3.7L V6 24V MPFI SOHC,6-Speed Automatic,AWD,Gasoline
Acura,TL Base w/Nav System (A5),3.2L SOHC PGM-FI 24-valve VTEC V6 engine,Automatic,Front-wheel Drive,Gasoline
Acura,TL Type S,"3.5L V-6 VTEC variable valve control, engine with 286HP",Automatic,Front-wheel Drive,Gasoline
Acura,TL Base,258.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Front-wheel Drive,Gasoline
Acura,TL Technology,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline
Acura,TL 3.2 Type S,3.2L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL Technology,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Front-wheel Drive,Gasoline
Acura,TL 3.5,3.5L V6 24V MPFI SOHC,5-Speed Automatic,FWD,Gasoline
Acura,TL Type S w/Navigation,3.5L V6 24V MPFI SOHC,6-Speed Manual,Front-wheel Drive,Gasoline
Acura,TL 3.2,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Front-wheel Drive,Gasoline
Acura,TL Technology,"3.7L V-6 VTEC variable valve control, engine with 305HP",5-Speed Automatic,All-wheel Drive,Gasoline
Acura,TL 3.7 Advance,3.7L,6-SPEED A/T,All-wheel Drive,Gasoline
Acura,TL 3.2,"3.2L V-6 variable valve control, engine with 258HP",Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.2,3.2L V6,Automatic 4-Speed,Front-wheel Drive,Gasoline
Acura,TL 3.2 w/Navigation,"3.2L V-6 variable valve control, engine with 258HP",Automatic,Front-wheel Drive,Gasoline
Acura,TL Navigation System,3.2L V6 24V MPFI SOHC,Automatic,Front-wheel Drive,Gasoline
Acura,TL 2.5,2.5L I5 20V MPFI SOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.5,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Acura,TL 3.2,258.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Front-wheel Drive,Gasoline
Acura,TL 3.5,3.5L 280hp,A,Front-wheel Drive,Gasoline
Acura,TL 3.2,3.2L,Automatic 5-Speed,Front-wheel Drive,Gasoline
Acura,TL 3.2,3.2L V6 24V MPFI SOHC,6-Speed Manual,Front-wheel Drive,Gasoline
Acura,TL 3.5,"3.5L V-6 VTEC variable valve control, engine with 280HP","Automatic, 5-Spd w/Overdrive & SportShift",Front-wheel Drive,Gasoline
Acura,TL 3.2,225.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Front-wheel Drive,Gasoline
Acura,TL Technology,Gas V6 3.5L/212,Automatic,Front-wheel Drive,Gasoline
Acura,TL,3.2L SOHC PGM-FI 24-valve VTEC V6 engine,Automatic,Front-wheel Drive,Gasoline
Acura,TL Type S w/Navigation,3.5L V6 24V MPFI SOHC,5-Speed Automatic,FWD,Gasoline
Acura,TL 3.7,"3.7L V-6 VTEC variable valve control, engine with 305HP",Automatic,All-wheel Drive,Gasoline
Acura,TL 3.5,"3.5L V-6 variable valve control, engine with 280HP",6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,TL Technology,3.7L,6-SPEED A/T,All-wheel Drive,Gasoline
Acura,TL AWD,3.7L SOHC PGM-FI 24-valve VTEC V6 engine,Automatic,All-wheel Drive,Gasoline
Acura,TL 3.2,225.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Acura,TL 3.2,258.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Acura,TL 3.2,"3.2L V-6 VTEC variable valve control, engine with 270HP",Automatic 5-Speed,Front-wheel Drive,Gasoline
Acura,TL Tech,3.5L SOHC PGM-FI 24-valve VTEC V6 engine,Automatic,Front-wheel Drive,Gasoline
Acura,TL Technology,3.7L V6 24V MPFI SOHC,6-Speed Manual,AWD,Gasoline
Acura,TL 3.2,"3.2L V-6 VTEC variable valve control, engine with 270HP",Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.5,3.5L,Automatic 6-Speed,Front-wheel Drive,Gasoline
Acura,TL 3.2,3.2L V6 24V MPFI SOHC,5-Speed Automatic,FWD,Gasoline
Acura,TL Technology,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,All-wheel Drive,Gasoline
Acura,TL 3.2,258.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Front-wheel Drive,Gasoline
Acura,TL Type S,3.5L,Select,Front-wheel Drive,Gasoline
Acura,TL 4DR SDN AT,Gas V6 3.2L/196,Automatic,Front-wheel Drive,Gasoline
Acura,TL 3.5,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Front-wheel Drive,Gasoline
Acura,TL 3.2,"3.2L V-6 variable valve control, engine with 258HP","Automatic, 5-Spd w/Overdrive & SportShift",Front-wheel Drive,Gasoline
Acura,TL 3.5,"3.5L V-6 variable valve control, engine with 280HP",6-SPEED A/T,Front-wheel Drive,Gasoline
Acura,TL Tech Auto,3.7L SOHC PGM-FI 24-valve VTEC V6 engine,Automatic,All-wheel Drive,Gasoline
Acura,TL 3.5 Advance,3.5L,Automatic,Front-wheel Drive,Gasoline
Acura,TL Auto,3.7L SOHC PGM-FI 24-valve VTEC V6 engine,6-speed sequential SportShift automatic transmission -inc,All-wheel Drive,Gasoline
Acura,TL 3.7,3.7L V6 24V MPFI SOHC,5-Speed Automatic,All-wheel Drive,Gasoline
Acura,TL 3.2,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Front-wheel Drive,Gasoline
Acura,TL Navigation,3.2L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Technology Package,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology Package,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX,,10 Speed Automatic,,
Acura,RDX A-Spec,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Base,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology & AcuraWatch Plus Packages,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX w/Advance Package,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,All-wheel Drive,Gasoline
Acura,RDX Base,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,AWD,Gasoline
Acura,RDX Technology Package,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX W/ADVANCE PACKAGE,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Base,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,240.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,All-wheel Drive,Gasoline
Acura,RDX Technology,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX A-Spec Advance Package,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX AcuraWatch Plus Package,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Base,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology Package,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX A-Spec,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology,240.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,All-wheel Drive,Gasoline
Acura,RDX Technology,273.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,All-wheel Drive,Gasoline
Acura,RDX,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX w/AcuraWatch Plus,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Technology,3.5L V6 24V MPFI SOHC,6-Speed Automatic,FWD,Gasoline
Acura,RDX Technology Package,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,All-wheel Drive,Gasoline
Acura,RDX A-Spec Package,2.0L,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX w/A-Spec Package,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Front-wheel Drive,Gasoline
Acura,RDX Technology,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",Automatic,All-wheel Drive,Gasoline
Acura,RDX Tech Pkg,3.5L SOHC 24-valve i-VTEC V6 engine,Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX A-Spec,"2L I-4 gasoline direct injection, DOHC, VTEC variable valve cont",Automatic,Front-wheel Drive,Gasoline
Acura,RDX Technology,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology Package,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,AWD,Gasoline
Acura,RDX Tech Pkg,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base (A6),3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX A-Spec Package,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology Package,"2.3L I-4 DOHC, i-VTEC variable valve control, intercooled turbo,",Automatic,Front-wheel Drive,Gasoline
Acura,RDX Technology,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Technology & AcuraWatch Plus Package,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea","Auto, 6-Spd Seq SptShft",Front-wheel Drive,Gasoline
Acura,RDX Technology,"2.3L I-4 DOHC, i-VTEC variable valve control, intercooled turbo,",Automatic,All-wheel Drive,Gasoline
Acura,RDX A-Spec,2.0L,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Base,Premium Unleaded V-6 3.5 L/212,Automatic,All-wheel Drive,Gasoline
Acura,RDX Base,"2L I-4 gasoline direct injection, DOHC, VTEC variable valve cont",Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",Automatic,All-wheel Drive,Gasoline
Acura,RDX A-Spec,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology Package,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,"2.3L I-4 DOHC, i-VTEC variable valve control, intercooled turbo,",Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,"2L I-4 gasoline direct injection, DOHC, variable valve control,",10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology Package,3.5L,6-speed automatic,Front-wheel Drive,Gasoline
Acura,RDX AcuraWatch Plus Package,3.5L,Automatic 6-Speed,All-wheel Drive,Gasoline
Acura,RDX Advance Package,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,All-wheel Drive,Gasoline
Acura,RDX Base,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,FWD,Gasoline
Acura,RDX AcuraWatch Plus Package,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Technology Package,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",automatic,All-wheel Drive,Gasoline
Acura,RDX Base,273.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Acura,RDX A-Spec,2.0L,Automatic,All-wheel Drive,Gasoline
Acura,RDX A-Spec,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,All-wheel Drive,Gasoline
Acura,RDX A-Spec,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,All-wheel Drive,Gasoline
Acura,RDX Technology Package,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Advance Package,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,All-wheel Drive,Gasoline
Acura,RDX 6-SPD,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology,240.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline
Acura,RDX SH-AWD W/ADVANCE PACKAGE,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX A-Spec,2.0L 16V DOHC,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,"2L I-4 gasoline direct injection, DOHC, variable valve control,",10-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base (A6),3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX A-Spec Package,2.0L,10 speed automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Front-wheel Drive,Gasoline
Acura,RDX w/Technology Pkg,Premium Unleaded V-6 3.5 L/212,Automatic,All-wheel Drive,Gasoline
Acura,RDX Tech Pkg,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Base,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,All-wheel Drive,Gasoline
Acura,RDX Tech Pkg,2.3L DOHC PGM-FI 16-valve i-VTEC turbocharged I4 engine,Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,V6 Cylinder Engine,"Auto, 6-Spd Seq SptShft",All-wheel Drive,Gasoline
Acura,RDX Tech Pkg,Engine: 3.5L SOHC V6 24V i-VTEC,Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology,"2.3L I-4 DOHC, i-VTEC variable valve control, intercooled turbo,",Automatic 5-Speed,All-wheel Drive,Gasoline
Acura,RDX Advance Package,3.5L V6 24V MPFI SOHC,6-Speed Automatic,AWD,Gasoline
Acura,RDX Base,273.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline
Acura,RDX Technology & AcuraWatch Plus Packages,3.5L V6 24V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,2.3L,5-SPEED A/T,Four-wheel Drive,Gasoline
Acura,RDX Technology Package,2.0L,10-SPEED A/T,Front-wheel Drive,Gasoline
Acura,RDX Base,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,All-wheel Drive,Gasoline
Acura,RDX A-Spec,"2L I-4 gasoline direct injection, DOHC, VTEC variable valve cont",10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX SH-AWD,Engine: 2.0L 16-Valve DOHC VTEC Turbo,Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology & AcuraWatch Plus Package,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology Package,279.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,All-wheel Drive,Gasoline
Acura,RDX Technology Package,2.0L,10-SPEED A/T,All-wheel Drive,Gasoline
Acura,RDX Technology Package,273.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,All-wheel Drive,Gasoline
Acura,RDX SH-AWD,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Base,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX A-Spec,"2L I-4 gasoline direct injection, DOHC, VTEC variable valve cont",Automatic,All-wheel Drive,Gasoline
Acura,RDX A-Spec,"2L I-4 gasoline direct injection, DOHC, variable valve control,",automatic,All-wheel Drive,Gasoline
Acura,RDX w/A-Spec Package,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology Package,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,Front-wheel Drive,Gasoline
Acura,RDX Technology Package,"2L I-4 gasoline direct injection, DOHC, VTEC variable valve cont",Automatic,All-wheel Drive,Gasoline
Acura,RDX,,6 Speed Automatic,,
Acura,RDX Technology Package,"2L I-4 gasoline direct injection, DOHC, variable valve control,",10-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX ELITE,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,AWD,Gasoline
Acura,RDX Advance Package,"2L I-4 gasoline direct injection, DOHC, variable valve control,",automatic,Front-wheel Drive,Gasoline
Acura,RDX A-Spec Advance,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX w/Technology Package,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,Premium Unleaded V-6 3.5 L/212,Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,3.5L V6 24V MPFI SOHC,6-Speed Automatic,FWD,Gasoline
Acura,RDX Technology Package,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology & AcuraWatch Plus Package,3.5L,6 speed automatic,Front-wheel Drive,Gasoline
Acura,RDX Technology Package,3.5L,Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology Package,279.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline
Acura,RDX Technology Package,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,FWD,Gasoline
Acura,RDX Technology Package,2.0L,10 speed automatic,All-wheel Drive,Gasoline
Acura,RDX Technology Package,3.5L V6 24V MPFI SOHC,6-Speed Automatic,AWD,Gasoline
Acura,RDX A-Spec,"2L I-4 gasoline direct injection, DOHC, variable valve control,",10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology,273.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Front-wheel Drive,Gasoline
Acura,RDX Technology Package,2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Base (A5),2.3L I4 16V MPFI DOHC Turbo,5-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX ADV ASPC AWD,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,All-wheel Drive,Gasoline
Acura,RDX AWD/TECHNOLOGY PKG/POWER&HEATED SEATS/ELS SPEAKERS,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX A-Spec,"2L I-4 gasoline direct injection, DOHC, variable valve control,",10-Speed A/T,Front-wheel Drive,Gasoline
Acura,RDX Technology,273.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Acura,RDX PMC Edition,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX AcuraWatch Plus Package,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",Automatic,All-wheel Drive,Gasoline
Acura,RDX W/HEATED SUNROOF,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Advance Package,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",6-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,279.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Front-wheel Drive,Gasoline
Acura,RDX A-Spec,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,AWD,Gasoline
Acura,RDX A-Spec,"2L I-4 gasoline direct injection, DOHC, VTEC variable valve cont",10-Speed Automatic,Front-wheel Drive,Gasoline
Acura,RDX Base,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline
Acura,RDX Base (A5),2.3L DOHC PGM-FI 16-valve i-VTEC turbocharged 4-cyl engine,Automatic,Four-wheel Drive,Gasoline
Acura,RDX w/AcuraWatch Plus,3.5L V6 24V MPFI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Acura,RDX Technology,273.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline
Acura,RDX Base,3.5L V6 24V MPFI SOHC,6-Speed Automatic,AWD,Gasoline
